# BUSCO version is: 4.0.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length
222489at33208a	Complete	C2479419	15	2156	693.2	359
223234at33208a	Complete	scaffold45544	2346	8689	346.3	365
224280at33208a	Complete	scaffold42393	1	2535	593.0	324
226335at33208a	Complete	C2537324	2606	5544	369.5	245
226941at33208a	Fragmented	C2526878	1	1007	237.1	162
227087at33208a	Complete	C2451407	1	1956	688.7	496
227453at33208a	Complete	C2546674	3634	7008	612.0	347
227979at33208a	Complete	scaffold45734	1	3895	654.7	429
231157at33208a	Complete	C2549574	5826	8222	587.8	430
231700at33208a	Complete	scaffold62064	6594	10416	461.7	750
234290at33208a	Complete	C2550486	11484	13862	812.4	472
235149at33208a	Complete	scaffold58954	94	5010	495.4	469
235430at33208a	Complete	scaffold62903	2108	9675	523.7	354
235458at33208a	Complete	scaffold48934	289	3865	455.4	381
239016at33208a	Fragmented	scaffold49187	1	1975	254.6	191
239149at33208a	Missing
239597at33208a	Missing
240437at33208a	Complete	scaffold54048	9	3042	422.2	222
244863at33208a	Missing
245482at33208a	Fragmented	scaffold51366	1162	5158	361.8	211
245567at33208a	Fragmented	C2398630	1	1270	325.1	214
246241at33208a	Fragmented	scaffold1044	1	3127	373.1	282
247183at33208a	Fragmented	C2476667	1	2485	258.4	154
247905at33208a	Fragmented	scaffold2666	1921	5588	173.0	200
249486at33208a	Complete	C2544684	2682	7075	469.0	384
251076at33208a	Fragmented	C2485154	1663	2713	291.7	158
251577at33208a	Complete	C2393128	1	1125	251.7	172
255117at33208a	Fragmented	C2444833	1	1670	531.3	398
255242at33208a	Fragmented	C2453951	1	950	252.0	140
255924at33208a	Missing
257141at33208a	Complete	C2542712	1	7042	370.0	269
257339at33208a	Complete	C2547032	1057	3407	256.9	290
259581at33208a	Complete	scaffold62987	3997	6850	395.9	399
260752at33208a	Complete	C2487128	9	2771	402.5	378
261284at33208a	Complete	C2544596	1074	4070	339.6	276
261614at33208a	Complete	C2527332	1617	4775	864.5	529
262757at33208a	Complete	scaffold50140	3926	8050	284.6	285
266460at33208a	Complete	C2520074	326	2569	621.3	459
266469at33208a	Complete	C2529930	709	2168	196.3	203
266808at33208a	Fragmented	C2404098	1	1326	348.5	224
267439at33208a	Complete	scaffold28355	2542	8565	746.1	403
268134at33208a	Fragmented	scaffold55562	1	4495	169.4	137
268397at33208a	Complete	C2537542	492	4919	929.4	621
270594at33208a	Complete	C2550746	10349	15302	738.2	541
271297at33208a	Complete	C2466827	1	2145	291.7	190
271742at33208a	Complete	C2544924	1	6135	571.2	301
272605at33208a	Fragmented	scaffold56455	1739	4733	420.2	299
273040at33208a	Fragmented	C2508366	1	3335	87.2	46
273367at33208a	Complete	scaffold59830	1	2413	130.3	187
273989at33208a	Fragmented	C2465471	1	1862	435.0	364
274044at33208a	Complete	C2542230	5004	6925	481.0	385
274064at33208a	Fragmented	C2540838	75	1961	219.9	142
274769at33208a	Complete	C2521190	1	3875	334.6	263
274992at33208a	Complete	scaffold6345	752	5943	671.8	355
277935at33208a	Complete	scaffold32726	197	5609	641.8	560
278227at33208a	Complete	scaffold52581	4325	6688	202.9	220
279631at33208a	Missing
279992at33208a	Complete	C2511660	10	3703	450.5	336
280914at33208a	Complete	scaffold56240	1757	5675	470.4	508
281304at33208a	Complete	C2412920	1	1421	216.4	230
281693at33208a	Complete	scaffold61212	1	6013	909.9	625
283637at33208a	Missing
284059at33208a	Fragmented	scaffold61588	1127	4238	74.4	60
285146at33208a	Complete	scaffold60196	1	2795	458.4	340
285902at33208a	Missing
285966at33208a	Complete	scaffold49549	576	4284	420.3	360
286553at33208a	Complete	scaffold61722	424	5828	303.5	291
289235at33208a	Missing
289928at33208a	Complete	C2535074	994	4755	398.4	334
291505at33208a	Complete	scaffold24119	5754	12035	624.3	439
291875at33208a	Complete	scaffold56047	6856	10676	483.5	440
295556at33208a	Complete	C2518302	1	3979	227.3	769
295775at33208a	Complete	scaffold56649	1106	2636	313.2	269
300303at33208a	Complete	scaffold59729	1	5315	390.8	333
301572at33208a	Complete	C2509150	1	3593	515.0	298
302186at33208a	Complete	C2547242	6679	8880	293.6	307
302279at33208a	Complete	C2541820	3486	6832	375.1	219
302921at33208a	Complete	C2533410	1370	3254	125.8	200
303117at33208a	Missing
304388at33208a	Complete	scaffold47712	1	4723	285.6	233
305260at33208a	Complete	C2539976	1	5921	526.3	281
306101at33208a	Complete	C2480590	1	2465	247.8	222
307109at33208a	Complete	C2550746	351	5805	542.7	347
308610at33208a	Fragmented	C2452189	1044	1970	370.6	228
311438at33208a	Complete	scaffold15187	4066	8105	360.3	256
311758at33208a	Complete	scaffold3646	936	4872	554.5	328
311761at33208a	Complete	C2506758	807	3482	344.8	316
312577at33208a	Fragmented	C2432383	1	1401	179.7	147
313091at33208a	Complete	C2550326	8916	11266	481.4	316
315044at33208a	Fragmented	C2475921	302	2465	145.3	139
315393at33208a	Fragmented	C2292118	237	611	171.6	106
317470at33208a	Missing
318483at33208a	Complete	C2550692	91	6506	509.9	314
318532at33208a	Complete	scaffold52222	1	2826	371.7	201
319574at33208a	Complete	scaffold62285	1329	7125	316.1	240
320390at33208a	Complete	C2449255	72	1709	478.3	371
321332at33208a	Complete	scaffold20119	1091	5159	488.5	503
323399at33208a	Complete	scaffold62625	6218	9239	638.6	400
323473at33208a	Complete	C2499146	1	1990	368.1	201
324249at33208a	Complete	C2547980	4656	9445	364.6	342
325183at33208a	Fragmented	C2530692	2289	4781	338.8	192
327301at33208a	Fragmented	C2512098	767	2926	209.4	164
331112at33208a	Complete	C2543650	856	7316	540.8	391
331186at33208a	Complete	C2534882	190	5560	396.4	382
332870at33208a	Complete	scaffold59099	4854	7425	204.2	165
333062at33208a	Complete	C2535438	1957	5671	520.1	299
333800at33208a	Missing
334272at33208a	Fragmented	C2377812	1	1079	122.9	110
334331at33208a	Complete	C2516012	1	3065	566.0	398
334336at33208a	Fragmented	C2517488	1	2838	236.9	202
334342at33208a	Complete	C2462017	1	2155	451.6	435
334764at33208a	Fragmented	C2527802	1	4816	319.0	219
334820at33208a	Missing
335107at33208a	Complete	scaffold61189	209	3585	313.7	199
336647at33208a	Complete	C2547224	1098	5931	505.0	522
338191at33208a	Complete	scaffold59232	1039	6865	826.1	476
338482at33208a	Complete	C2543028	3846	6625	485.5	434
339127at33208a	Complete	C2542032	1115	6145	462.0	458
339319at33208a	Complete	scaffold28151	3046	8409	244.2	217
340558at33208a	Complete	C2500084	1	704	377.6	195
340577at33208a	Fragmented	C2484028	1	837	143.4	175
344338at33208a	Complete	C2429663	1	1195	475.7	309
344346at33208a	Complete	scaffold46223	93	5316	319.8	316
344442at33208a	Complete	scaffold61320	22	4455	90.3	306
344581at33208a	Complete	scaffold36701	11029	17086	362.2	242
344611at33208a	Complete	scaffold61676	3236	5007	240.1	227
345099at33208a	Fragmented	C2494250	1	2997	343.5	300
345959at33208a	Complete	C2548428	1486	8529	175.7	300
346541at33208a	Complete	scaffold62045	5375	14495	674.1	435
347600at33208a	Complete	C2539538	159	5135	427.3	287
348449at33208a	Fragmented	C2448447	1	1527	182.8	109
348544at33208a	Complete	scaffold62765	1016	6165	481.6	317
348761at33208a	Fragmented	C2436775	280	915	162.9	111
349064at33208a	Fragmented	scaffold61536	1	2053	235.5	134
349627at33208a	Fragmented	C2532742	1	1248	67.0	58
351226at33208a	Fragmented	C2317270	1	708	91.0	111
352600at33208a	Complete	C2509348	432	2554	506.2	298
352854at33208a	Complete	C2471935	1179	2371	441.8	237
353286at33208a	Fragmented	scaffold47205	1	1612	146.6	101
353768at33208a	Complete	C2546714	1365	3259	434.0	323
354829at33208a	Complete	C2488194	896	2733	545.4	288
354949at33208a	Complete	scaffold62256	543	6246	377.1	258
355210at33208a	Complete	scaffold39305	373	2020	261.0	281
355739at33208a	Complete	scaffold60782	963	4271	193.9	155
356175at33208a	Complete	scaffold53695	3386	8068	273.7	257
356334at33208a	Complete	scaffold62227	1	8315	660.6	608
356503at33208a	Complete	scaffold60301	678	4125	380.7	261
357580at33208a	Complete	C2510946	1	3680	382.1	213
359075at33208a	Complete	C2457555	1	2069	304.7	227
359324at33208a	Fragmented	scaffold56911	1087	3268	147.6	111
359369at33208a	Missing
359532at33208a	Complete	scaffold47574	18427	22966	507.1	390
360379at33208a	Complete	scaffold28505	291	1219	196.3	196
360753at33208a	Complete	C2549050	8745	10623	250.8	176
361100at33208a	Complete	C2545248	155	7899	265.1	173
361203at33208a	Fragmented	C2487822	1841	2462	145.8	109
361216at33208a	Complete	C2536624	2965	5085	362.5	299
363634at33208a	Fragmented	C2542772	5499	7009	201.8	149
363840at33208a	Complete	C2550400	10981	14101	306.0	318
363851at33208a	Complete	scaffold62034	1	8273	299.4	255
364383at33208a	Fragmented	C2474857	1	2440	253.5	169
364694at33208a	Complete	C2548798	3246	7744	764.1	486
365323at33208a	Missing
365561at33208a	Complete	scaffold60817	573	4075	557.0	360
365691at33208a	Complete	scaffold62891	812	3755	291.1	245
366124at33208a	Complete	C2549470	382	3682	292.8	234
366814at33208a	Complete	C2542690	5397	6744	285.8	203
366936at33208a	Complete	C2547690	2913	5215	457.2	215
367493at33208a	Complete	C2521292	1	3682	321.1	249
367551at33208a	Complete	C2512456	17	2715	647.0	415
367596at33208a	Complete	C2543232	1264	6745	669.0	546
367957at33208a	Missing
368565at33208a	Complete	C2423634	1	1548	531.9	307
368670at33208a	Fragmented	scaffold54552	8367	12686	241.5	151
368875at33208a	Fragmented	scaffold17723	10962	11599	68.7	61
371241at33208a	Complete	C2550366	7070	10121	279.3	176
371297at33208a	Complete	C2531978	944	4795	574.1	328
371526at33208a	Fragmented	C2530736	3600	5104	272.7	142
372257at33208a	Complete	scaffold51776	537	1857	106.7	179
372707at33208a	Complete	C2542804	586	4267	387.5	245
373040at33208a	Complete	C2386490	86	1153	363.9	206
376982at33208a	Complete	C2426155	124	1581	394.5	194
378033at33208a	Complete	scaffold39542	837	7739	438.6	421
378316at33208a	Complete	C2461341	266	2143	468.5	268
378768at33208a	Complete	C2550630	12752	15222	511.5	260
378913at33208a	Complete	scaffold21248	766	3833	189.3	166
379076at33208a	Fragmented	scaffold47323	1	1610	146.2	120
379636at33208a	Complete	C2547672	4694	7985	407.8	296
379771at33208a	Complete	scaffold62055	5886	8988	268.8	252
380583at33208a	Missing
381303at33208a	Complete	scaffold21292	1856	4957	250.6	268
382000at33208a	Missing
382262at33208a	Complete	C2494560	242	3008	72.9	168
382750at33208a	Fragmented	C2436475	1	1477	149.1	127
383313at33208a	Complete	scaffold37984	2903	7355	313.1	244
384187at33208a	Complete	C2536012	1869	4395	758.6	422
386666at33208a	Fragmented	scaffold33181	1	1386	70.1	106
387079at33208a	Complete	C2549522	8693	10249	300.9	232
387117at33208a	Missing
387878at33208a	Fragmented	C2481544	1842	2498	181.7	162
389367at33208a	Complete	C2542062	523	5245	398.2	247
389527at33208a	Complete	C2539430	610	4165	718.6	565
389570at33208a	Complete	C2441247	1	1575	451.7	294
389591at33208a	Complete	C2504286	936	3155	227.7	212
390192at33208a	Fragmented	C2534500	3335	4276	307.0	243
390402at33208a	Fragmented	C2550530	1	1723	133.6	116
391896at33208a	Complete	C2520912	1	3315	408.4	263
393219at33208a	Fragmented	C2459889	1	2114	212.6	130
393291at33208a	Complete	scaffold62446	4933	9942	522.0	297
393419at33208a	Complete	scaffold34655	3429	6935	559.5	424
393895at33208a	Complete	scaffold60329	10190	14909	480.9	297
395147at33208a	Fragmented	C2497174	1	3096	219.9	129
395183at33208a	Complete	scaffold62631	5666	9810	295.6	172
395556at33208a	Complete	C2487332	1	2685	325.7	251
395919at33208a	Complete	scaffold30851	726	8014	344.7	273
395948at33208a	Complete	C2524562	1	3065	398.8	331
396237at33208a	Complete	C2549570	1565	4045	361.7	269
397019at33208a	Complete	scaffold12699	820	2094	553.4	289
397659at33208a	Fragmented	C2522250	1	3792	263.6	179
398013at33208a	Complete	scaffold58314	324	2416	524.8	279
398202at33208a	Fragmented	C2511400	116	670	164.3	124
398607at33208a	Fragmented	C2518828	1	2600	234.8	132
399092at33208a	Complete	C2443607	1	1701	296.4	182
399439at33208a	Complete	C2463243	803	2095	204.2	182
400042at33208a	Complete	scaffold51505	1506	5085	257.5	279
401196at33208a	Complete	scaffold62285	1394	11469	228.4	204
401220at33208a	Complete	C2532762	1	3945	383.3	260
401679at33208a	Complete	scaffold10666	2373	5075	103.8	101
401779at33208a	Complete	C2547520	1	5971	287.5	178
403171at33208a	Complete	C2545066	656	4172	389.9	295
403817at33208a	Complete	C2528184	3295	4775	91.7	116
404988at33208a	Complete	scaffold57556	936	5340	287.5	296
405257at33208a	Complete	scaffold46918	1150	5775	409.9	364
406927at33208a	Complete	scaffold44288	3616	5484	181.0	253
407472at33208a	Fragmented	C2473377	1	805	441.9	247
409006at33208a	Complete	scaffold57709	1346	3934	392.4	282
409186at33208a	Complete	C2548798	313	3105	518.9	496
411515at33208a	Fragmented	C2485188	369	2713	217.5	191
411664at33208a	Complete	scaffold19779	1944	5865	161.4	208
411755at33208a	Complete	C2461473	432	2125	362.2	275
412370at33208a	Missing
412542at33208a	Complete	scaffold59302	1	4975	367.4	224
412930at33208a	Complete	scaffold57874	2079	11455	382.8	299
413334at33208a	Fragmented	C2383248	18	524	107.5	122
414001at33208a	Fragmented	C2516986	1307	4015	302.3	198
414571at33208a	Complete	C2255698	1	508	245.7	248
414579at33208a	Complete	C2492038	1	1695	367.2	241
414603at33208a	Complete	scaffold56143	3736	7389	641.2	496
415618at33208a	Complete	C2519354	96	4152	266.2	174
416175at33208a	Complete	scaffold54589	6336	8688	304.1	261
418979at33208a	Complete	scaffold58985	9986	14469	233.4	167
419502at33208a	Complete	scaffold37927	2883	4125	197.8	158
419914at33208a	Fragmented	C2463627	1	1178	171.1	157
421396at33208a	Complete	scaffold62228	4454	6431	363.2	238
421685at33208a	Complete	C2486820	1	1991	216.9	206
421732at33208a	Fragmented	C2544196	1	1792	98.4	121
422158at33208a	Fragmented	C2382948	229	1032	235.8	168
422751at33208a	Complete	scaffold61249	516	5146	522.0	358
423799at33208a	Fragmented	scaffold53751	2585	4048	230.1	163
423848at33208a	Complete	C2438475	1	1340	174.8	173
424392at33208a	Complete	scaffold61547	1876	4725	417.4	231
424569at33208a	Fragmented	C2377034	1	886	103.7	73
424646at33208a	Fragmented	scaffold52136	6888	8020	157.9	161
427349at33208a	Complete	C2523922	433	2165	316.5	234
427789at33208a	Complete	C2427583	1	1600	640.3	391
428202at33208a	Complete	scaffold52217	902	5557	396.1	275
428754at33208a	Complete	C2441065	1	1248	332.5	292
429011at33208a	Complete	C2536288	704	4655	190.0	168
429274at33208a	Complete	scaffold52388	1	4025	249.4	194
429751at33208a	Complete	C2546816	1867	3835	367.1	398
430701at33208a	Missing
432050at33208a	Complete	C2541712	2146	4266	467.2	258
432155at33208a	Complete	C2477567	339	1635	203.5	169
432287at33208a	Missing
432522at33208a	Missing
433216at33208a	Missing
433606at33208a	Complete	scaffold56350	1	2885	384.3	223
434068at33208a	Complete	C2497672	1	2328	610.8	382
434863at33208a	Complete	C2511150	2002	3552	338.7	245
435253at33208a	Complete	scaffold32148	1	2840	173.6	259
435678at33208a	Fragmented	C2227370	1	274	154.1	86
435921at33208a	Fragmented	C2520470	1150	1464	117.4	78
435939at33208a	Complete	C2549730	8723	11726	204.1	165
436007at33208a	Complete	C2489116	797	2655	438.1	323
436098at33208a	Complete	C2469819	506	1401	164.9	158
436539at33208a	Complete	C2538550	1402	3115	267.9	187
437653at33208a	Complete	scaffold48122	10	5803	196.4	145
438133at33208a	Complete	scaffold36778	6395	12235	555.0	302
438433at33208a	Complete	C2527446	255	4171	365.8	201
438453at33208a	Fragmented	C2401532	183	683	225.4	123
439736at33208a	Complete	C2548722	5666	9785	556.4	362
440195at33208a	Complete	scaffold3173	1687	5485	280.0	203
440493at33208a	Complete	C2472337	1	2349	245.2	240
441575at33208a	Missing
442169at33208a	Missing
442203at33208a	Fragmented	C2391154	1	1196	186.1	126
442823at33208a	Complete	C2537174	1	5494	98.6	256
443305at33208a	Complete	scaffold58725	156	3755	401.4	394
443518at33208a	Complete	C2492716	306	2460	408.5	265
443659at33208a	Complete	scaffold7736	246	3355	213.7	144
443928at33208a	Complete	C2470733	666	2122	427.6	319
444160at33208a	Missing
444231at33208a	Complete	scaffold60690	5546	7113	175.1	126
445031at33208a	Missing
445034at33208a	Complete	C2544680	3698	7153	409.0	319
445091at33208a	Complete	scaffold46246	9949	11210	188.7	172
446000at33208a	Complete	scaffold34872	2324	4253	327.8	206
446031at33208a	Complete	C2547524	6906	8761	352.6	241
447320at33208a	Fragmented	C2452189	1	658	65.2	74
447400at33208a	Fragmented	C2428403	1	1149	125.8	82
448196at33208a	Complete	C2477615	676	2264	382.2	219
448514at33208a	Complete	C2508752	1	3486	272.9	193
449056at33208a	Complete	C2450353	17	1863	210.1	198
449139at33208a	Complete	C2544644	1485	4695	558.5	316
449189at33208a	Fragmented	C2452005	1	1967	272.6	156
450643at33208a	Complete	scaffold49742	1586	3788	177.2	204
450785at33208a	Complete	scaffold60329	20	2474	146.6	93
451242at33208a	Fragmented	scaffold45681	370	1942	112.1	110
451957at33208a	Complete	C2531284	775	4955	560.9	354
452208at33208a	Complete	C2511586	1819	3714	231.0	158
452499at33208a	Fragmented	C2414514	319	1439	97.3	81
452574at33208a	Missing
453049at33208a	Complete	C2465191	921	2222	239.7	242
453052at33208a	Complete	scaffold61712	2653	4832	427.6	321
453056at33208a	Complete	C2546150	1756	8000	392.9	264
453687at33208a	Missing
454911at33208a	Complete	scaffold61543	1	4614	520.3	426
455512at33208a	Complete	C2549522	526	3520	228.7	176
455941at33208a	Complete	C2550462	9767	13960	282.9	259
456998at33208a	Fragmented	C2364890	446	980	164.9	126
457777at33208a	Complete	C2535340	1202	3793	606.8	320
458807at33208a	Complete	C2513882	643	3035	406.2	279
458974at33208a	Fragmented	C2438015	893	1744	127.8	99
458988at33208a	Complete	C2545084	1	2354	547.4	372
459253at33208a	Complete	C2538610	4326	6162	329.0	211
460044at33208a	Fragmented	C2526098	1341	4664	299.9	210
460518at33208a	Complete	C2547064	1286	5454	434.3	278
461123at33208a	Complete	scaffold61888	2208	4505	191.9	229
461193at33208a	Complete	scaffold39005	1	4235	251.2	192
462325at33208a	Complete	scaffold54389	856	2589	377.0	274
462897at33208a	Complete	C2488930	1	2385	444.6	342
463071at33208a	Complete	C2534816	39	3130	280.7	242
464204at33208a	Complete	C2548970	1	3221	392.1	238
464243at33208a	Complete	C2541976	1	5914	74.8	77
464286at33208a	Complete	C2379564	1	1093	378.4	316
464312at33208a	Complete	C2548176	3796	9149	254.3	277
464987at33208a	Complete	scaffold11107	1	4687	222.0	149
465092at33208a	Complete	scaffold50137	776	3954	326.4	220
465401at33208a	Complete	scaffold58760	3173	5417	266.0	189
465512at33208a	Complete	C2534450	171	5543	984.8	757
465651at33208a	Missing
465703at33208a	Complete	C2462303	1	2161	266.9	163
465933at33208a	Complete	C2543104	2268	6315	337.0	235
466616at33208a	Complete	scaffold56020	1853	5315	634.3	573
466942at33208a	Complete	C2468705	128	1936	158.7	193
467106at33208a	Fragmented	C2501562	1051	3264	189.9	122
467142at33208a	Complete	C2549088	628	5316	389.6	322
467744at33208a	Complete	scaffold46662	1	3755	383.5	264
468248at33208a	Fragmented	C2516278	647	2666	213.5	170
468359at33208a	Complete	C2530512	2731	4706	426.0	299
468631at33208a	Fragmented	C2434575	1	1696	71.6	89
468710at33208a	Fragmented	C2549048	343	657	100.5	78
468757at33208a	Complete	C2548522	4946	9678	388.1	270
469367at33208a	Fragmented	C2459789	1	1016	223.5	165
470197at33208a	Complete	C2541606	1579	4755	263.1	279
470523at33208a	Complete	C2534016	1155	4405	97.4	147
471608at33208a	Complete	scaffold48661	659	3625	324.5	214
471787at33208a	Complete	C2497096	1	1520	284.1	202
472313at33208a	Complete	C2538840	3482	6125	391.0	250
472352at33208a	Missing
473106at33208a	Complete	C2533686	1022	3405	413.9	298
474144at33208a	Complete	C2538610	781	3615	266.2	201
474302at33208a	Complete	C2527394	276	3343	256.2	262
474387at33208a	Fragmented	scaffold58344	5251	6502	201.1	163
475826at33208a	Complete	scaffold55266	1	3500	285.3	190
476036at33208a	Fragmented	C2528732	1358	3892	152.4	107
477052at33208a	Complete	scaffold60045	1321	3245	350.9	234
477939at33208a	Complete	C2537670	2956	5633	280.0	305
477998at33208a	Fragmented	scaffold8202	603	1417	116.4	102
478073at33208a	Complete	C2539880	2191	4895	426.6	226
478984at33208a	Fragmented	C2469063	369	2306	259.7	156
480700at33208a	Complete	scaffold61617	336	3805	192.6	158
480735at33208a	Complete	C2454829	732	2019	279.9	193
481557at33208a	Complete	scaffold58624	4302	7245	220.3	305
482691at33208a	Complete	scaffold27097	7205	12817	422.2	245
483489at33208a	Fragmented	scaffold34974	7131	10020	224.0	180
485003at33208a	Missing
485696at33208a	Complete	C2532902	3231	5347	190.9	209
486370at33208a	Fragmented	C2492512	1	2263	179.3	166
486431at33208a	Complete	scaffold59085	1898	3257	269.4	254
486743at33208a	Complete	scaffold47688	1025	2151	135.0	150
486993at33208a	Complete	C2503084	223	1415	168.8	164
487873at33208a	Missing
487987at33208a	Fragmented	C2430043	1	1243	126.6	94
488559at33208a	Complete	scaffold61623	3544	4804	246.9	168
488635at33208a	Complete	scaffold49721	661	4970	291.3	238
489359at33208a	Complete	scaffold62860	276	7411	222.1	220
