# BUSCO version is: 4.0.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length
129179at33208a	Complete	NW_015145400.1	417431	425641	960.7	596
130245at33208a	Complete	NW_015145101.1	1190273	1196558	686.5	437
130256at33208a	Complete	NW_015145035.1	2023836	2039428	768.3	619
131349at33208a	Complete	NW_015145079.1	924961	933873	1534.3	947
131848at33208a	Complete	NW_015145148.1	755761	761130	695.1	554
132087at33208a	Complete	NW_015148955.1	75629	79800	960.2	816
134492at33208a	Complete	NW_015145551.1	334090	338905	1462.0	892
135294at33208a	Complete	NW_015145287.1	679581	683944	820.0	582
137383at33208a	Fragmented	NW_015145043.1	98410	100247	362.2	275
139188at33208a	Complete	NW_015145012.1	16032	26127	688.0	550
143619at33208a	Complete	NW_015145715.1	44906	47860	423.8	336
143997at33208a	Complete	NW_015145033.1	1527357	1532619	556.2	380
146671at33208a	Complete	NW_015145011.1	1719933	1729490	1053.8	698
147873at33208a	Complete	NW_015145020.1	2265654	2269255	959.3	565
148067at33208a	Complete	NW_015145002.1	3452740	3457028	809.5	830
148325at33208a	Complete	NW_015145007.1	616822	625345	407.1	296
152327at33208a	Complete	NW_015145287.1	688544	693742	520.6	369
152977at33208a	Complete	NW_015145084.1	1195700	1204374	636.1	490
153034at33208a	Complete	NW_015145036.1	110885	114361	846.4	502
157109at33208a	Complete	NW_015145002.1	584942	590067	319.6	240
157138at33208a	Complete	NW_015145350.1	357194	365416	568.9	530
158845at33208a	Complete	NW_015145715.1	264463	267352	516.4	484
158962at33208a	Complete	NW_015145004.1	2501093	2506976	819.2	573
162821at33208a	Complete	NW_015145022.1	1906476	1920359	638.6	396
164767at33208a	Complete	NW_015145006.1	1249177	1257185	991.0	701
166097at33208a	Complete	NW_015145022.1	2206107	2212581	755.9	427
168850at33208a	Complete	NW_015145398.1	6037	19212	511.8	315
168924at33208a	Complete	NW_015145042.1	200190	212229	729.8	556
169864at33208a	Complete	NW_015145287.1	740268	746496	615.6	623
172677at33208a	Complete	NW_015145148.1	377291	383492	244.9	240
176247at33208a	Complete	NW_015145009.1	2327668	2331630	346.8	335
177718at33208a	Complete	NW_015145339.1	173412	176201	617.7	393
177858at33208a	Complete	NW_015145473.1	766421	770104	970.5	580
178537at33208a	Complete	NW_015145503.1	633262	638782	978.0	465
179485at33208a	Complete	NW_015145004.1	4002977	4010091	762.9	483
180808at33208a	Complete	NW_015145800.1	104691	122537	815.9	482
182834at33208a	Complete	NW_015145084.1	1005701	1008702	737.3	559
184508at33208a	Complete	NW_015145036.1	93256	100151	703.0	540
184717at33208a	Complete	NW_015145158.1	443998	452882	970.4	518
186208at33208a	Complete	NW_015145158.1	1054288	1065707	1208.4	733
186707at33208a	Complete	NW_015145034.1	1020008	1025439	534.5	514
187280at33208a	Complete	NW_015145148.1	104374	118824	657.3	488
189414at33208a	Complete	NW_015145088.1	515707	519109	696.4	521
190726at33208a	Complete	NW_015145041.1	4296	7962	639.9	392
191938at33208a	Complete	NW_015145229.1	911970	919389	495.2	450
192250at33208a	Complete	NW_015145034.1	2290366	2293091	450.1	319
194754at33208a	Complete	NW_015145023.1	1944410	1955593	1223.3	772
195986at33208a	Complete	NW_015145006.1	1261222	1268104	889.6	620
196950at33208a	Complete	NW_015145026.1	2678771	2686475	832.0	691
197549at33208a	Complete	NW_015145023.1	89909	96707	407.8	506
197652at33208a	Complete	NW_015145125.1	571870	577324	816.0	435
200997at33208a	Complete	NW_015145002.1	3375502	3377891	687.9	496
201397at33208a	Complete	NW_015145137.1	505541	513188	799.2	492
202545at33208a	Complete	NW_015145078.1	67431	76510	563.1	384
203128at33208a	Complete	NW_015145551.1	484013	487669	877.5	434
203698at33208a	Complete	NW_015145100.1	1034446	1039759	1128.1	834
205220at33208a	Complete	NW_015145615.1	328739	331777	1102.6	651
206786at33208a	Complete	NW_015145190.1	22057	31869	575.3	383
206858at33208a	Complete	NW_015145011.1	570318	576062	687.0	514
207599at33208a	Complete	NW_015145025.1	1014428	1019239	418.1	392
208219at33208a	Complete	NW_015145106.1	101375	105911	554.4	441
210614at33208a	Complete	NW_015145031.1	2658419	2668769	742.3	660
212972at33208a	Complete	NW_015145193.1	122604	125071	784.8	641
214788at33208a	Complete	NW_015145977.1	3460	7538	666.9	522
215654at33208a	Complete	NW_015145135.1	637308	640839	657.4	422
216257at33208a	Complete	NW_015145039.1	56760	70435	518.7	337
216563at33208a	Complete	NW_015145088.1	1320259	1323297	274.4	292
218441at33208a	Complete	NW_015145061.1	1876376	1882284	293.0	248
219795at33208a	Complete	NW_015145034.1	97891	105824	562.3	513
219856at33208a	Complete	NW_015145125.1	213142	222660	718.6	394
222489at33208a	Complete	NW_015145024.1	2179174	2181998	693.6	359
223234at33208a	Complete	NW_015145164.1	124575	132754	347.1	366
224280at33208a	Complete	NW_015145259.1	78854	83211	806.5	428
226335at33208a	Complete	NW_015145024.1	2091511	2096343	597.2	364
226941at33208a	Complete	NW_015146001.1	81376	84658	619.9	396
227087at33208a	Complete	NW_015145101.1	683767	691513	951.6	749
227453at33208a	Complete	NW_015145019.1	167844	174444	664.4	416
227979at33208a	Complete	NW_015145023.1	1524279	1530493	893.4	560
231157at33208a	Complete	NW_015145088.1	11209	13569	584.7	430
231700at33208a	Complete	NW_015145002.1	2917334	2924086	453.3	739
234290at33208a	Complete	NW_015145860.1	68413	73464	815.2	472
235149at33208a	Complete	NW_015145538.1	99563	105871	490.9	468
235430at33208a	Complete	NW_015145032.1	33160	39616	524.9	354
235458at33208a	Complete	NW_015145005.1	5082963	5086744	442.5	347
239016at33208a	Complete	NW_015145012.1	692908	697558	453.1	411
239149at33208a	Complete	NW_015145185.1	166816	200670	191.1	201
239597at33208a	Complete	NW_015145039.1	760590	764308	547.3	525
240437at33208a	Complete	NW_015145378.1	26397	33943	425.2	229
244863at33208a	Complete	NW_015145869.1	47765	66948	516.0	588
245482at33208a	Complete	NW_015145035.1	1817425	1825815	591.5	447
245567at33208a	Complete	NW_015145868.1	54042	59114	528.8	420
246241at33208a	Complete	NW_015145087.1	1054941	1063831	555.0	368
247183at33208a	Complete	NW_015145026.1	608419	619364	872.7	602
247905at33208a	Fragmented	NW_015146103.1	26885	36738	179.1	205
249486at33208a	Complete	NW_015145167.1	861893	868445	473.4	414
251076at33208a	Complete	NW_015145305.1	481185	484931	559.2	308
251577at33208a	Complete	NW_015145093.1	1009211	1022390	301.7	234
255117at33208a	Complete	NW_015145178.1	959867	963770	987.0	586
255242at33208a	Complete	NW_015145038.1	2048192	2053056	372.6	254
255924at33208a	Complete	NW_015145342.1	264540	274004	709.7	522
257141at33208a	Complete	NW_015145044.1	1044161	1060095	367.9	271
257339at33208a	Complete	NW_015145161.1	422332	424666	260.4	290
259581at33208a	Complete	NW_015145440.1	478517	481413	394.7	397
260752at33208a	Complete	NW_015145350.1	225680	237076	380.9	495
261284at33208a	Complete	NW_015146075.1	10428	18779	722.8	630
261614at33208a	Complete	NW_015145011.1	1262142	1266706	863.2	528
262757at33208a	Complete	NW_015145305.1	496319	500881	287.4	312
266460at33208a	Complete	NW_015146264.1	9518	11761	620.8	463
266469at33208a	Complete	NW_015145533.1	50518	52151	196.2	203
266808at33208a	Complete	NW_015145107.1	240434	249129	614.0	347
267439at33208a	Complete	NW_015145038.1	1928860	1940924	656.7	391
268134at33208a	Complete	NW_015145535.1	30366	46161	283.9	253
268397at33208a	Complete	NW_015146484.1	97565	101745	929.8	621
270594at33208a	Complete	NW_015145024.1	2260624	2265429	741.8	545
271297at33208a	Complete	NW_015145035.1	1125610	1132593	356.2	232
271742at33208a	Complete	NW_015145002.1	492689	506629	689.2	496
272605at33208a	Complete	NW_015145011.1	764716	770715	556.8	416
273040at33208a	Complete	NW_015145005.1	143743	148314	181.3	122
273367at33208a	Complete	NW_015145909.1	243491	248168	195.8	283
273989at33208a	Complete	NW_015145004.1	278436	289620	614.7	500
274044at33208a	Complete	NW_015145002.1	517968	521389	628.2	560
274064at33208a	Complete	NW_015145036.1	979754	985718	444.8	263
274769at33208a	Complete	NW_015145023.1	2778431	2782690	585.7	388
274992at33208a	Complete	NW_015145006.1	1268464	1275012	671.8	355
277935at33208a	Complete	NW_015145440.1	263318	268730	641.1	560
278227at33208a	Complete	NW_015145440.1	535032	539019	456.9	382
279631at33208a	Complete	NW_015148955.1	2927112	2935400	616.1	517
279992at33208a	Complete	NW_015145009.1	1361726	1366489	448.4	336
280914at33208a	Complete	NW_015145693.1	50466	55341	469.1	508
281304at33208a	Complete	NW_015145350.1	61581	65254	308.9	303
281693at33208a	Complete	NW_015145003.1	1146597	1160241	909.5	625
283637at33208a	Fragmented	NW_015145802.1	7716	14275	393.9	203
284059at33208a	Complete	NW_015145070.1	2025344	2032783	306.2	237
285146at33208a	Complete	NW_015145551.1	210906	213542	457.4	340
285902at33208a	Complete	NW_015145075.1	664098	669175	508.0	415
285966at33208a	Complete	NW_015145473.1	797768	801482	420.9	360
286553at33208a	Complete	NW_015145414.1	58890	66390	304.5	291
289235at33208a	Complete	NW_015145098.1	580229	586566	164.4	244
289928at33208a	Complete	NW_015145138.1	1083168	1089996	399.1	335
291505at33208a	Complete	NW_015145005.1	4091681	4099718	624.7	439
291875at33208a	Complete	NW_015145078.1	975966	985706	479.0	429
295556at33208a	Complete	NW_015145741.1	81681	88793	476.0	711
295775at33208a	Complete	NW_015145002.1	4967883	4969475	311.3	269
300303at33208a	Complete	NW_015145007.1	928708	949799	486.6	429
301572at33208a	Complete	NW_015145035.1	1999580	2007349	670.0	400
302186at33208a	Complete	NW_015148955.1	1217747	1222493	308.2	351
302279at33208a	Complete	NW_015145137.1	332735	336664	532.0	303
302921at33208a	Complete	NW_015145101.1	981945	984024	125.4	200
303117at33208a	Complete	NW_015145011.1	1712792	1718546	371.7	324
304388at33208a	Complete	NW_015145112.1	1746123	1758840	385.1	330
305260at33208a	Complete	NW_015145170.1	13301	33346	603.8	367
306101at33208a	Complete	NW_015145126.1	570451	576065	340.7	291
307109at33208a	Complete	NW_015145024.1	2250590	2255422	541.2	347
308610at33208a	Complete	NW_015146001.1	21182	24365	604.4	363
311438at33208a	Complete	NW_015145178.1	572578	579514	361.1	256
311758at33208a	Complete	NW_015145070.1	2037913	2045326	687.1	459
311761at33208a	Complete	NW_015145035.1	858215	870730	422.0	388
312577at33208a	Complete	NW_015145139.1	133664	139918	338.8	327
313091at33208a	Complete	NW_015145037.1	1333211	1335608	481.6	316
315044at33208a	Complete	NW_015145178.1	240689	255684	528.0	362
315393at33208a	Complete	NW_015145036.1	2103093	2114284	431.2	317
317470at33208a	Complete	NW_015145031.1	2531690	2537209	408.0	291
318483at33208a	Complete	NW_015145005.1	1057326	1069215	509.8	320
318532at33208a	Complete	NW_015145012.1	1778276	1788720	612.0	336
319574at33208a	Complete	NW_015145036.1	1859584	1864334	316.3	240
320390at33208a	Complete	NW_015145002.1	5177883	5181550	721.5	542
321332at33208a	Complete	NW_015145012.1	1426565	1433033	489.9	503
323399at33208a	Complete	NW_015145551.1	370821	374517	655.0	439
323473at33208a	Complete	NW_015145070.1	1102131	1107153	522.9	286
324249at33208a	Complete	NW_015145101.1	1364157	1370072	364.7	342
325183at33208a	Complete	NW_015145114.1	628622	633228	572.7	345
327301at33208a	Complete	NW_015146273.1	80803	93981	307.2	251
331112at33208a	Complete	NW_015145025.1	2911168	2917023	541.1	374
331186at33208a	Complete	NW_015146178.1	7918	13513	394.4	383
332870at33208a	Complete	NW_015148955.1	4745467	4749948	264.8	217
333062at33208a	Complete	NW_015145099.1	379532	386306	587.5	349
333800at33208a	Complete	NW_015145693.1	20519	24035	728.9	592
334272at33208a	Complete	NW_015145178.1	771154	781928	390.8	326
334331at33208a	Complete	NW_015145868.1	206479	217517	768.5	497
334336at33208a	Complete	NW_015145087.1	760277	771442	604.6	414
334342at33208a	Complete	NW_015145025.1	1003405	1012908	721.8	658
334764at33208a	Complete	NW_015145070.1	2192988	2198878	419.7	291
334820at33208a	Complete	NW_015145011.1	284786	294258	342.5	313
335107at33208a	Complete	NW_015145011.1	338027	350698	403.3	267
336647at33208a	Complete	NW_015145573.1	34624	39448	505.5	522
338191at33208a	Complete	NW_015145009.1	1021898	1032222	814.1	442
338482at33208a	Complete	NW_015145036.1	877	3905	485.7	434
339127at33208a	Complete	NW_015145161.1	749789	757000	463.1	463
339319at33208a	Complete	NW_015145002.1	5193808	5197035	258.8	242
340558at33208a	Complete	NW_015145012.1	121786	123676	543.2	328
340577at33208a	Complete	NW_015145007.1	1036626	1051127	415.6	482
344338at33208a	Complete	NW_015145084.1	583279	589972	474.4	309
344346at33208a	Complete	NW_015148955.1	4804082	4809854	347.5	342
344442at33208a	Complete	NW_015145009.1	1357349	1361661	277.8	247
344581at33208a	Complete	NW_015145024.1	1980495	1982889	362.2	242
344611at33208a	Complete	NW_015145440.1	599573	602044	285.2	261
345099at33208a	Complete	NW_015145020.1	953168	959443	751.4	645
345959at33208a	Complete	NW_015145087.1	1164554	1172999	173.8	337
346541at33208a	Complete	NW_015145473.1	770592	776420	674.3	435
347600at33208a	Complete	NW_015146685.1	7856	12803	429.0	293
348449at33208a	Complete	NW_015145647.1	399770	403929	252.9	226
348544at33208a	Complete	NW_015145229.1	832162	836460	481.1	317
348761at33208a	Complete	NW_015145017.1	923966	928522	386.5	228
349064at33208a	Complete	NW_015145142.1	83957	87542	475.3	290
349627at33208a	Complete	NW_015145069.1	976339	981454	242.6	255
351226at33208a	Complete	NW_015145020.1	915677	922034	190.8	265
352600at33208a	Complete	NW_015145161.1	744434	751508	522.0	296
352854at33208a	Complete	NW_015145012.1	1260553	1266457	584.7	357
353286at33208a	Complete	NW_015145168.1	655550	666237	364.1	311
353768at33208a	Complete	NW_015145242.1	604118	613951	281.0	306
354829at33208a	Duplicated	NW_015145693.1	274132	275968	543.1	283
354829at33208a	Duplicated	NW_015145035.1	1134698	1137933	554.1	282
354949at33208a	Complete	NW_015145331.1	434298	442699	430.5	332
355210at33208a	Complete	NW_015145836.1	67797	78945	501.0	422
355739at33208a	Complete	NW_015145661.1	65075	69955	308.1	246
356175at33208a	Complete	NW_015145020.1	1213898	1217273	273.3	257
356334at33208a	Complete	NW_015145163.1	919182	929936	814.3	720
356503at33208a	Complete	NW_015145101.1	1097078	1100442	378.7	261
357580at33208a	Complete	NW_015145061.1	2265308	2269120	426.7	276
359075at33208a	Complete	NW_015145836.1	291643	301023	486.7	353
359324at33208a	Complete	NW_015145135.1	1276672	1282565	278.3	211
359369at33208a	Complete	NW_015145093.1	305678	309345	348.0	263
359532at33208a	Complete	NW_015146114.1	124626	128643	508.3	395
360379at33208a	Complete	NW_015145836.1	184232	186488	287.9	238
360753at33208a	Complete	NW_015145157.1	136756	139013	353.5	246
361100at33208a	Complete	NW_015145060.1	701749	705361	443.0	269
361203at33208a	Complete	NW_015145473.1	293922	303824	607.6	387
361216at33208a	Complete	NW_015145613.1	21296	27854	362.7	300
363634at33208a	Complete	NW_015145153.1	1124354	1126709	228.3	200
363840at33208a	Complete	NW_015145068.1	1895681	1900732	321.1	325
363851at33208a	Complete	NW_015145035.1	438656	451865	354.2	288
364383at33208a	Complete	NW_015145070.1	2212511	2227989	508.0	333
364694at33208a	Complete	NW_015145114.1	283969	288360	767.5	486
365323at33208a	Complete	NW_015145721.1	70326	75156	395.9	289
365561at33208a	Complete	NW_015145229.1	414996	418485	644.6	360
365691at33208a	Complete	NW_015145034.1	2476407	2479398	291.1	245
366124at33208a	Complete	NW_015145114.1	1130732	1137290	292.5	234
366814at33208a	Complete	NW_015145078.1	549644	559452	630.6	372
366936at33208a	Complete	NW_015145006.1	799711	801981	457.2	215
367493at33208a	Complete	NW_015145070.1	663468	676229	449.8	336
367551at33208a	Complete	NW_015145867.1	61997	67663	647.4	415
367596at33208a	Complete	NW_015145095.1	1416257	1424642	669.0	546
367957at33208a	Complete	NW_015145985.1	20409	29445	448.1	300
368565at33208a	Complete	NW_015145161.1	424854	427742	567.5	329
368670at33208a	Complete	NW_015146079.1	12870	23583	329.9	203
368875at33208a	Complete	NW_015145034.1	332740	345602	292.0	200
371241at33208a	Complete	NW_015145002.1	1995762	1998771	279.4	176
371297at33208a	Complete	NW_015145126.1	1070745	1080576	573.9	328
371526at33208a	Complete	NW_015145137.1	698186	708343	500.3	247
372257at33208a	Complete	NW_015145724.1	3156	48060	256.7	188
372707at33208a	Complete	NW_015145011.1	332483	336158	387.5	245
373040at33208a	Complete	NW_015145332.1	155696	158577	462.1	249
376982at33208a	Complete	NW_015145012.1	1788721	1793236	497.7	249
378033at33208a	Complete	NW_015145002.1	2876498	2882334	441.0	428
378316at33208a	Complete	NW_015145139.1	237518	241970	468.5	268
378768at33208a	Complete	NW_015145005.1	5818850	5821333	511.5	260
378913at33208a	Complete	NW_015145002.1	3114665	3118036	188.8	164
379076at33208a	Complete	NW_015145112.1	166567	174312	234.0	199
379636at33208a	Complete	NW_015145157.1	954384	958071	406.1	296
379771at33208a	Complete	NW_015145023.1	1793365	1797937	271.0	269
380583at33208a	Complete	NW_015145287.1	663786	665035	506.8	273
381303at33208a	Complete	NW_015145075.1	1872865	1876484	251.1	268
382000at33208a	Complete	NW_015145339.1	892489	898703	168.4	200
382262at33208a	Complete	NW_015146146.1	41519	52353	84.9	206
382750at33208a	Complete	NW_015145148.1	550032	553550	449.4	348
383313at33208a	Complete	NW_015145068.1	1913912	1921318	379.8	290
384187at33208a	Complete	NW_015145661.1	389099	391660	758.6	422
386666at33208a	Complete	NW_015145682.1	174174	177979	138.9	187
387079at33208a	Complete	NW_015145229.1	828286	831858	299.6	232
387117at33208a	Complete	NW_015145197.1	374495	384539	206.4	211
387878at33208a	Complete	NW_015145034.1	1450146	1454260	423.9	344
389367at33208a	Complete	NW_015145100.1	658374	661957	398.0	247
389527at33208a	Complete	NW_015145068.1	413577	419091	717.9	568
389570at33208a	Complete	NW_015145084.1	1031346	1033109	500.7	321
389591at33208a	Complete	NW_015145389.1	435743	445990	286.6	228
390192at33208a	Complete	NW_015145095.1	1401346	1408367	408.7	316
390402at33208a	Complete	NW_015145093.1	331315	336739	346.8	236
391896at33208a	Fragmented	NW_015145420.1	73082	77821	216.8	131
393219at33208a	Complete	NW_015145083.1	304167	316619	294.0	244
393291at33208a	Complete	NW_015145107.1	1396426	1401403	522.0	297
393419at33208a	Complete	NW_015145339.1	219581	222969	558.1	424
393895at33208a	Complete	NW_015145088.1	742730	744441	770.8	428
395147at33208a	Complete	NW_015145076.1	875479	883041	362.2	300
395183at33208a	Complete	NW_015145163.1	959345	962756	295.6	172
395556at33208a	Complete	NW_015145046.1	18110	22282	320.3	250
395919at33208a	Complete	NW_015145440.1	599573	610562	344.3	273
395948at33208a	Complete	NW_015145331.1	92172	102798	432.8	356
396237at33208a	Complete	NW_015145034.1	2065573	2068147	361.7	269
397019at33208a	Complete	NW_015146139.1	15310	22090	553.8	289
397659at33208a	Complete	NW_015145158.1	105027	121289	345.6	309
398013at33208a	Complete	NW_015145005.1	5338676	5341672	524.8	279
398202at33208a	Complete	NW_015145589.1	257182	266929	325.0	264
398607at33208a	Complete	NW_015145087.1	48451	53400	371.7	219
399092at33208a	Complete	NW_015145088.1	49693	51148	296.5	183
399439at33208a	Complete	NW_015145078.1	166435	168201	204.4	187
400042at33208a	Complete	NW_015145037.1	876061	879092	257.6	279
401196at33208a	Complete	NW_015145036.1	1864385	1868689	226.4	198
401220at33208a	Complete	NW_015145139.1	2830	8335	531.5	366
401679at33208a	Complete	NW_015145012.1	1794165	1799041	98.9	94
401779at33208a	Complete	NW_015145033.1	148467	151063	479.8	279
403171at33208a	Complete	NW_015145084.1	554701	558650	393.0	302
403817at33208a	Complete	NW_015145004.1	4104447	4106372	95.2	118
404988at33208a	Complete	NW_015146519.1	32645	39866	286.1	296
405257at33208a	Complete	NW_015145070.1	699414	704336	408.7	364
406927at33208a	Complete	NW_015145098.1	349415	352307	179.6	250
407472at33208a	Complete	NW_015145114.1	657621	664033	523.9	395
409006at33208a	Complete	NW_015145006.1	101166	104719	392.3	281
409186at33208a	Complete	NW_015145114.1	280274	283832	518.3	478
411515at33208a	Complete	NW_015145017.1	1884453	1889069	388.0	262
411664at33208a	Complete	NW_015145836.1	209195	213316	161.7	209
411755at33208a	Complete	NW_015145551.1	31595	34115	520.1	376
412370at33208a	Complete	NW_015145087.1	2089627	2096636	143.7	173
412542at33208a	Complete	NW_015145088.1	60922	62051	369.4	225
412930at33208a	Complete	NW_015145473.1	423017	426467	382.8	299
413334at33208a	Complete	NW_015145159.1	70613	74500	341.9	283
414001at33208a	Complete	NW_015145867.1	35038	38506	487.5	276
414571at33208a	Complete	NW_015145178.1	673255	678147	437.5	235
414579at33208a	Complete	NW_015145003.1	1295742	1297146	367.5	241
414603at33208a	Complete	NW_015145005.1	1788808	1792453	641.2	496
415618at33208a	Complete	NW_015145159.1	199106	207744	264.8	182
416175at33208a	Complete	NW_015145961.1	63345	65404	304.1	261
418979at33208a	Complete	NW_015145033.1	1142828	1147344	233.5	166
419502at33208a	Complete	NW_015145012.1	697712	699841	325.2	231
419914at33208a	Complete	NW_015145803.1	56581	62249	269.8	249
421396at33208a	Complete	NW_015145088.1	255584	257425	365.4	238
421685at33208a	Complete	NW_015145002.1	3373067	3375206	218.9	208
421732at33208a	Complete	NW_015145035.1	1009456	1020431	236.7	275
422158at33208a	Complete	NW_015145157.1	907461	911514	469.2	280
422751at33208a	Complete	NW_015145005.1	4462950	4467739	521.3	351
423799at33208a	Complete	NW_015145012.1	524655	526709	362.3	250
423848at33208a	Complete	NW_015145229.1	926694	928263	338.8	234
424392at33208a	Complete	NW_015145028.1	2450384	2453188	417.4	231
424569at33208a	Complete	NW_015145011.1	1516	3561	271.5	159
424646at33208a	Complete	NW_015145069.1	806779	818018	220.4	228
427349at33208a	Complete	NW_015145006.1	739238	740639	316.7	235
427789at33208a	Complete	NW_015145088.1	715715	719345	641.4	402
428202at33208a	Complete	NW_015145545.1	109843	124512	532.8	343
428754at33208a	Complete	NW_015145070.1	694613	698296	325.6	364
429011at33208a	Complete	NW_015145034.1	1491165	1495198	191.5	168
429274at33208a	Complete	NW_015145070.1	791184	794134	249.0	194
429751at33208a	Complete	NW_015145006.1	786684	788582	366.7	398
430701at33208a	Complete	NW_015145060.1	674286	676633	260.0	188
432050at33208a	Complete	NW_015145287.1	623064	625164	465.3	258
432155at33208a	Complete	NW_015145229.1	610281	611997	204.7	169
432287at33208a	Complete	NW_015145034.1	918909	927008	167.1	237
432522at33208a	Complete	NW_015145126.1	282022	284856	145.0	132
433216at33208a	Complete	NW_015145158.1	158269	161433	373.2	257
433606at33208a	Complete	NW_015145088.1	66581	67639	409.1	223
434068at33208a	Complete	NW_015145017.1	222482	225992	606.9	400
434863at33208a	Complete	NW_015146706.1	4462	6012	339.9	245
435253at33208a	Complete	NW_015145070.1	1096664	1102117	195.9	295
435678at33208a	Complete	NW_015145037.1	1257019	1260287	428.9	342
435921at33208a	Complete	NW_015145031.1	587508	593188	184.6	107
435939at33208a	Complete	NW_015145024.1	1925114	1928355	204.1	166
436007at33208a	Complete	NW_015145114.1	371043	375978	621.0	409
436098at33208a	Complete	NW_015145002.1	46569	57123	195.6	195
436539at33208a	Complete	NW_015145153.1	796147	798259	266.4	187
437653at33208a	Complete	NW_015145036.1	35006	38807	196.7	145
438133at33208a	Complete	NW_015145003.1	542164	549090	554.9	302
438433at33208a	Complete	NW_015148955.1	4822942	4828457	368.4	202
438453at33208a	Complete	NW_015145026.1	803408	807767	437.6	238
439736at33208a	Complete	NW_015145028.1	2889599	2894368	555.6	362
440195at33208a	Complete	NW_015145434.1	168160	171136	280.0	203
440493at33208a	Complete	NW_015145153.1	1463409	1465169	295.8	265
441575at33208a	Complete	NW_015145023.1	2838244	2841900	546.9	662
442169at33208a	Complete	NW_015146124.1	3646	13022	292.3	325
442203at33208a	Complete	NW_015145004.1	1415351	1426233	488.3	346
442823at33208a	Complete	NW_015145227.1	170637	186761	99.2	289
443305at33208a	Complete	NW_015145023.1	1602334	1608855	403.8	394
443518at33208a	Complete	NW_015145313.1	100988	103138	408.8	265
443659at33208a	Complete	NW_015148955.1	703097	707131	212.9	143
443928at33208a	Complete	NW_015145376.1	84468	87139	428.0	346
444160at33208a	Complete	NW_015145006.1	3419500	3429727	316.9	193
444231at33208a	Complete	NW_015145007.1	2049904	2051451	175.1	126
445031at33208a	Missing
445034at33208a	Complete	NW_015148082.1	4066	11512	365.1	309
445091at33208a	Complete	NW_015145068.1	2165973	2171279	347.9	307
446000at33208a	Complete	NW_015145138.1	6204	13419	329.4	206
446031at33208a	Complete	NW_015145002.1	5190870	5193895	352.9	241
447320at33208a	Complete	NW_015146001.1	23318	25067	238.3	240
447400at33208a	Complete	NW_015145035.1	1185587	1194157	178.7	191
448196at33208a	Complete	NW_015145011.1	1931422	1932877	382.2	219
